input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,street_view_url,place_id,images,reservations,order_online,menu,owner,complete_address,credit_cards_accepted,about,user_reviews,user_reviews_extended,emails,_key_name,_key_phone,_key_name2,_key_phone2
6bd9c6dc-2802-4078-908e-041ccf6cd48a,https://www.google.com/maps/place/LEOVEN+LOGISTICS+LIMITED/data=!4m7!3m6!1s0x104ddf3fb301a7d3:0x3d738ff6c8622ec7!8m2!3d9.1362243!4d7.360873!16s%2Fg%2F11xl864c0w!19sChIJ06cBsz_fTRARxy5iyPaPcz0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,LEOVEN LOGISTICS LIMITED,Logistics service,"Glass Plaza Owner Occupier, No. 13 Hon Celestine Tawa Road, Kubwa 901101, Federal Capital Territory","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}","{""Friday"":{""0"":27,""1"":38,""10"":44,""11"":33,""12"":50,""13"":38,""14"":50,""15"":55,""16"":44,""17"":33,""18"":27,""19"":22,""2"":55,""20"":33,""21"":27,""22"":38,""23"":33,""3"":66,""4"":72,""5"":61,""6"":61,""7"":44,""8"":50,""9"":44},""Monday"":{""0"":27,""1"":33,""10"":27,""11"":16,""12"":16,""13"":27,""14"":66,""15"":72,""16"":55,""17"":27,""18"":16,""19"":22,""2"":33,""20"":38,""21"":44,""22"":38,""23"":27,""3"":33,""4"":33,""5"":38,""6"":33,""7"":22,""8"":27,""9"":27},""Saturday"":{""0"":27,""1"":16,""10"":38,""11"":44,""12"":44,""13"":55,""14"":38,""15"":44,""16"":33,""17"":38,""18"":38,""19"":61,""2"":27,""20"":55,""21"":66,""22"":44,""23"":33,""3"":50,""4"":61,""5"":66,""6"":61,""7"":44,""8"":38,""9"":44},""Sunday"":{""0"":61,""1"":88,""10"":44,""11"":16,""12"":11,""13"":11,""14"":22,""15"":33,""16"":44,""17"":55,""18"":50,""19"":50,""2"":83,""20"":33,""21"":22,""22"":27,""23"":33,""3"":61,""4"":44,""5"":38,""6"":33,""7"":38,""8"":55,""9"":66},""Thursday"":{""0"":55,""1"":66,""10"":22,""11"":22,""12"":33,""13"":33,""14"":38,""15"":38,""16"":33,""17"":44,""18"":27,""19"":27,""2"":38,""20"":38,""21"":38,""22"":55,""23"":50,""3"":44,""4"":44,""5"":61,""6"":50,""7"":66,""8"":44,""9"":38},""Tuesday"":{""0"":50,""1"":33,""10"":22,""11"":27,""12"":22,""13"":27,""14"":33,""15"":50,""16"":38,""17"":22,""18"":33,""19"":44,""2"":38,""20"":66,""21"":55,""22"":50,""23"":38,""3"":44,""4"":50,""5"":50,""6"":55,""7"":77,""8"":44,""9"":38},""Wednesday"":{""0"":33,""1"":33,""10"":55,""11"":50,""12"":44,""13"":27,""14"":27,""15"":27,""16"":38,""17"":55,""18"":83,""19"":100,""2"":22,""20"":83,""21"":55,""22"":44,""23"":38,""3"":22,""4"":11,""5"":11,""6"":11,""7"":11,""8"":27,""9"":38}}",,0808 704 2206,49P6+F8 Kubwa,2,5.0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",9.136224,7.360873,4428041148721934023,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_e8DgdBAIBiZSzNvGUBtRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.764934&pitch=0&thumbfov=100,Africa/Lagos,,0x104ddf3fb301a7d3:0x3d738ff6c8622ec7,https://www.google.com/maps/@?api=1&map_action=pano&pano=_e8DgdBAIBiZSzNvGUBtRg,ChIJ06cBsz_fTRARxy5iyPaPcz0,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_e8DgdBAIBiZSzNvGUBtRg\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=6.764934\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_e8DgdBAIBiZSzNvGUBtRg\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=6.764934\u0026pitch=0\u0026thumbfov=100""}]",,,"{""link"":"""",""source"":""""}","{""id"":""117941665486719648796"",""name"":""LEOVEN LOGISTICS LIMITED (Owner)"",""link"":""https://www.google.com/maps/contrib/117941665486719648796""}","{""borough"":"""",""street"":""Glass Plaza Owner Occupier, No. 13 Hon Celestine Tawa Road"",""city"":""Kubwa"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,"[{""Name"":""Oti Edwin"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJV4T7_wMlUieVNZMXN77VBQEKvxx0RS2ZAn0poWgucE0y_mA=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""It's indeed a great place to give a try"",""Images"":null,""When"":""a year ago"",""review_id"":""Ci9DQUlRQUNvZENodHljRjlvT21Sc2NsQXdORUYyVURsbGNYcG9aRU0wUkZGeVUzYxAB"",""source"":""Google"",""rating_scale"":5,""rating_float"":5,""author_url"":""https://www.google.com/maps/contrib/104820794838733561163/reviews?hl=en-GB"",""posted_at_unix_micros"":1751907148040196,""updated_at_unix_micros"":1751907148040196,""language"":""en"",""translated_lang"":"""",""text_original"":""It's indeed a great place to give a try"",""text_translated"":"""",""published_at"":""2025-07-07T16:52:28.040196Z""},{""Name"":""Joy Oti"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocIX2v50txhwZCn2dQVU13M3YCSA2DFxIUmGGVe609NfZtF-9w=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Very reliable👍🏽👍🏽"",""Images"":null,""When"":""a year ago"",""review_id"":""Ci9DQUlRQUNvZENodHljRjlvT2xGQk1sVmxjbEZZU0RkdlpFbE9ibGMyUVdnMFRGRRAB"",""source"":""Google"",""rating_scale"":5,""rating_float"":5,""author_url"":""https://www.google.com/maps/contrib/104235776230156086512/reviews?hl=en-GB"",""posted_at_unix_micros"":1751906868421549,""updated_at_unix_micros"":1751906868421549,""language"":""en"",""translated_lang"":"""",""text_original"":""Very reliable👍🏽👍🏽"",""text_translated"":"""",""published_at"":""2025-07-07T16:47:48.421549Z""}]",,,leovenlogisticslimited,08087042206,leovenlogisticslimited,08087042206
